symbol,group,top_tissue,top_tissue_tpm,brain_mean,nonbrain_mean,log2fc_brain_vs_nonbrain,tau
PLP1,POS,Brain_Spinal_cord_cervical_c-1,7602.85,9.301872383609808,2.435999490433459,6.865872893176349,0.9821887420771808
SNCA,POS,Brain_Cerebellar_Hemisphere,61.8832,4.830474743414355,1.578796827241874,3.251677916172481,0.870872083190712
NCAM2,POS,Brain_Frontal_Cortex_BA9,18.9502,3.5264063325974817,0.7930677361911282,2.733338596406353,0.8505092357549253
RAB39B,POS,Brain_Cerebellar_Hemisphere,23.339,3.4924321768193805,0.883765910899178,2.6086662659202027,0.8761639600745149
SEMA6B,POS,Brain_Cortex,86.3884,5.575898148173811,2.990026099744449,2.585872048429362,0.8007248017405875
SOX9,POS,Minor_Salivary_Gland,111.504,5.04179343164282,2.981977030366705,2.0598164012761155,0.8534654901611187
KCNJ6,POS,Pancreas_Islets,8.4848,1.6405257622558636,0.1393481480073345,1.5011776142485291,0.9222163355858836
ARHGAP36,POS,Pituitary,298.716,1.687444514974249,0.2527326631622418,1.4347118518120072,0.9957536282902762
SYNJ1,POS,Brain_Cerebellar_Hemisphere,38.0248,4.077609629745071,2.810830257413357,1.266779372331714,0.7769848946971608
SHANK3,POS,Brain_Cerebellum,147.384,4.926738683315621,3.6695206362276767,1.2572180470879446,0.8597294903717855
YWHAE,POS,Brain_Spinal_cord_cervical_c-1,636.315,8.996617472648015,7.789282113457261,1.207335359190754,0.5495999200621207
PDXK,POS,Testis,126.604,5.306793402521665,4.356829379225873,0.9499640232957915,0.8059643643807438
APP,POS,Brain_Frontal_Cortex_BA9,548.194,8.340069270561289,7.397563938645487,0.942505331915802,0.5828194060725533
KCTD13,POS,Testis,58.1771,4.220933236994198,3.309052690454718,0.91188054653948,0.8051500414701306
GPR101,POS,Brain_Nucleus_accumbens_basal_ganglia,15.0012,0.8557498877896729,0.0023014588633864,0.8534484289262864,0.9896625289877308
RCAN1,POS,Brain_Spinal_cord_cervical_c-1,71.2835,4.8474542868161015,4.086680478855829,0.7607738079602724,0.7171054007704575
SH3BGR,POS,Muscle_Skeletal,335.9,4.434819680354483,3.727652808795279,0.7071668715592043,0.9387483901125512
SOD1,POS,Liver_Mixed_Cell,487.239,8.024276656809507,7.396720100927178,0.6275565558823288,0.5931269103798489
BHLHA9,POS,Brain_Frontal_Cortex_BA9,1.9611,0.5861549554380308,0.0333665194360988,0.552788436001932,0.9463159535046202
IRX1,POS,Kidney_Medulla,36.4832,1.2872158792479491,0.819407115023333,0.4678087642246161,0.9462397437970222
HYDIN2,POS,Brain_Cerebellum,1.57148,0.7013906533620411,0.3519350265271032,0.3494556268349379,0.7742826279552425
CRKL,POS,Cells_EBV-transformed_lymphocytes,72.9177,5.178927814910852,4.92804067770082,0.2508871372100314,0.5550461398322734
PTHLH,POS,Vagina,7.7601,1.0998733983896247,0.8575225948032494,0.2423508035863752,0.8596135993785278
FBXW4,POS,Brain_Spinal_cord_cervical_c-1,81.8919,5.306415822801735,5.081626000717037,0.2247898220846975,0.5569534121729788
NF1,POS,Cells_Cultured_fibroblasts,17.634,3.13095998539412,2.9206904157365243,0.2102695696575955,0.5800727563272443
LBX1,POS,Muscle_Skeletal,8.23937,0.2424806736190375,0.0665005219801168,0.1759801516389207,0.9927415856802122
LMBR1,POS,Adrenal_Gland,17.0318,3.0161017583312724,2.9085107763945963,0.107590981936676,0.5843758111472953
PRDM13,POS,Testis,0.369223,0.0295866392990556,0.0171305562707414,0.0124560830283141,0.973018389040543
RNF32,POS,Testis,36.1977,1.0653170450268408,1.0534178431266803,0.0118992019001604,0.9713664828791176
RLIM,POS,Cells_Cultured_fibroblasts,24.6422,3.460751774685648,3.465138137371119,-0.0043863626854712,0.5592178240046167
XIAP,POS,Brain_Cerebellar_Hemisphere,18.1061,3.430589092200724,3.4386009914750524,-0.0080118992743285,0.4334930662025588
MECP2,POS,Brain_Cerebellar_Hemisphere,37.1252,3.740933985362584,3.7490937431209743,-0.0081597577583902,0.621024191477294
PRKACA,POS,Ovary,94.5589,5.088359625985291,5.109259587942756,-0.0208999619574647,0.605045597182317
CHAF1B,POS,Cells_EBV-transformed_lymphocytes,13.5432,1.5309741802391896,1.614410505626013,-0.0834363253868233,0.8297403488494091
RRP1,POS,Cells_EBV-transformed_lymphocytes,49.1954,3.916555662985158,4.073196631613872,-0.1566409686287135,0.6692855399233723
PFKL,POS,Nerve_Tibial,235.971,6.496275259062028,6.6575152380922855,-0.1612399790302578,0.5490651108974497
SIM2,POS,Kidney_Medulla,57.7745,0.2365710404361907,0.4702467560561498,-0.2336757156199591,0.9871428575303648
RAI1,POS,Cervix_Endocervix,33.6644,3.3054172860298063,3.556134442766529,-0.2507171567367225,0.6395713652599397
GDF6,POS,Heart_Atrial_Appendage,2.44019,0.4076496605609547,0.6817919857765681,-0.2741423252156133,0.7398717270180759
HUWE1,POS,Cells_EBV-transformed_lymphocytes,109.62,4.713110922214869,5.064266104390582,-0.351155182175713,0.6928112380080986
KCNE1,POS,Whole_Blood,5.37044,0.0533948946217824,0.407676851143744,-0.3542819565219616,0.9460189842973482
PMP22,POS,Nerve_Tibial,769.157,4.086175523513024,4.483244124988003,-0.3970686014749791,0.959402724118258
DONSON,POS,Testis,45.1684,3.1786277631054114,3.5875316142388622,-0.4089038511334508,0.7438486085966586
DIP2A,POS,Nerve_Tibial,34.7539,3.648377594330429,4.0753058608330415,-0.426928266502613,0.5243794565222855
TMEM50B,POS,Thyroid,139.337,5.0192537472197785,5.44971038027543,-0.4304566330556518,0.6801875855798553
IRX6,POS,Skin_Not_Sun_Exposed_Suprapubic,15.0979,0.2953503911163168,0.7437620272103418,-0.4484116360940249,0.92443091769311
ATG2B,POS,Brain_Cerebellar_Hemisphere,26.738,3.157313902954359,3.640727960259521,-0.4834140573051622,0.565716365438869
RRP1B,POS,Cells_EBV-transformed_lymphocytes,48.1251,3.3719386639487463,3.8981116898763135,-0.5261730259275672,0.7060886308838683
AXIN1,POS,Brain_Cerebellar_Hemisphere,40.8161,3.9067389043111658,4.523846836163795,-0.6171079318526291,0.4552871823662501
TRAPPC10,POS,Cells_EBV-transformed_lymphocytes,21.2774,2.265518346463334,2.9023085510321884,-0.6367902045688543,0.6999141475735798
LMNB1,POS,Cells_EBV-transformed_lymphocytes,176.148,1.8604700042228368,2.5029697944067992,-0.6424997901839626,0.9633666777496128
MRPS6,POS,Kidney_Medulla,216.546,4.506328802352569,5.152101862698596,-0.645773060346027,0.8329879095007355
USP28,POS,Brain_Cerebellar_Hemisphere,33.2831,2.794780325825809,3.449159801424624,-0.654379475598815,0.6876641935217268
TJP2,POS,Artery_Aorta,75.7368,3.9903855980540857,4.692360565966433,-0.701974967912347,0.6439224718061309
LTN1,POS,Nerve_Tibial,18.7268,2.554110805640868,3.299425609223246,-0.745314803582378,0.5362370203577664
USP25,POS,Testis,73.2015,3.5572121845308406,4.303107125487077,-0.7458949409562368,0.7419297357600433
PAXBP1,POS,Ovary,71.2555,3.8981027766209753,4.7173973465358765,-0.8192945699149012,0.637802897016486
CREBBP,POS,Uterus,54.7217,3.596729743332366,4.485247692689662,-0.8885179493572961,0.5944365027064081
NIPBL,POS,Ovary,28.3629,2.963716779075066,3.8523511640144887,-0.8886343849394227,0.5265020738937765
IHH,POS,Colon_Transverse_Mucosa,46.3299,0.1276996754491518,1.030174643378494,-0.902474967929342,0.9474091773943218
SCAF4,POS,Cells_EBV-transformed_lymphocytes,53.2523,3.6390156758335697,4.57113663155444,-0.9321209557208704,0.5738164907515312
MB,POS,Muscle_Skeletal,8907.08,1.153246440728941,2.143076613738088,-0.9898301730091468,0.984682136886712
EVA1C,POS,Uterus,68.5619,3.2102754416323123,4.253273490457981,-1.0429980488256687,0.6767572432041091
SON,POS,Cells_EBV-transformed_lymphocytes,108.484,4.582811589762637,5.720420402050486,-1.1376088122878487,0.5321866296261033
ABL1,POS,Colon_Sigmoid,152.902,4.322169428070037,5.482557547154485,-1.1603881190844485,0.6784956845834529
ITGB2,POS,Whole_Blood,607.936,2.3782525778318666,3.690136858536207,-1.3118842807043405,0.9703853731952146
KCNJ15,POS,Whole_Blood,40.9801,0.0376351823698723,1.3827881243011246,-1.3451529419312522,0.9389354953388918
COL18A1,POS,Artery_Tibial,690.951,3.6665808952041385,6.229979459439108,-2.5633985642349697,0.8694507155474251
DSP,POS,Skin_Sun_Exposed_Lower_leg,1286.43,0.9275253439472988,4.10991996944663,-3.1823946254993314,0.9590385335513149
FLNA,POS,Artery_Tibial,5024.02,4.836674503668939,8.270840811410276,-3.4341663077413367,0.8661386023334944
CALB2,TOL,Brain_Hypothalamus,282.151,5.482380065275167,1.798136188620722,3.684243876654445,0.9331381912204628
CKMT1B,TOL,Brain_Cerebellum,294.102,4.6875317966913705,1.3873212323487154,3.300210564342655,0.964136244969128
SMIM10L2A,TOL,Brain_Anterior_cingulate_cortex_BA24,49.9089,4.729815124623049,1.5737187333512217,3.156096391271827,0.8531362509656774
SMIM10L2B,TOL,Brain_Frontal_Cortex_BA9,54.6407,4.638931280933536,1.845186816925104,2.793744464008432,0.8642077772708328
SYCE1,TOL,Testis,125.602,3.0587668122129656,0.7068408729680254,2.35192593924494,0.9821710534008512
SMOC1,TOL,Testis,73.6237,4.4851983862236855,2.4192307942236844,2.065967592000001,0.8399311436033973
FOLH1,TOL,Brain_Spinal_cord_cervical_c-1,48.7378,2.9094316334437065,0.8435590746767186,2.065872558766988,0.9462378860614056
CKMT1A,TOL,Brain_Cerebellar_Hemisphere,33.744,3.2464263477416577,1.1907435333657692,2.0556828143758885,0.871453344718442
FAM153B,TOL,Brain_Cerebellar_Hemisphere,37.4542,2.2602885039791496,0.942685930136719,1.3176025738424306,0.92254173116667
DGCR6,TOL,Muscle_Skeletal,19.9701,2.8865755630784875,1.607527537303236,1.2790480257752517,0.8419170331287065
PACRG,TOL,Testis,35.7892,2.364941100143149,1.1858403591230986,1.1791007410200502,0.9351185686635056
PTK2B,TOL,Cells_EBV-transformed_lymphocytes,246.741,5.5451091514417055,4.413967319647802,1.1311418317939037,0.8479675812095432
SLC6A8,TOL,Colon_Sigmoid,86.7812,5.629238505158977,4.531973305393812,1.0972651997651646,0.601506842977408
RNF187,TOL,Brain_Cerebellar_Hemisphere,93.476,5.842220483428192,4.872881126779799,0.9693393566483932,0.6249777578792672
FAM153A,TOL,Testis,17.471,1.9828538419168,1.0413086816489825,0.9415451602678172,0.8767300443293236
H2BU1,TOL,Brain_Cerebellar_Hemisphere,13.3505,1.253270471857086,0.3923029918185255,0.8609674800385604,0.9560533207152508
CSAG1,TOL,Testis,2.44487,0.9191780109195756,0.0584797347151955,0.86069827620438,0.9208956811121232
FAHD2B,TOL,Testis,73.0689,4.458416543699476,3.636716498044656,0.8217000456548202,0.7913384098341203
FAM90A1,TOL,Brain_Cerebellum,4.99528,1.5858996907176943,0.7731983837047213,0.8127013070129733,0.7987181720439617
DRD5,TOL,Brain_Anterior_cingulate_cortex_BA24,2.86678,0.8361648600589926,0.044367343438269,0.7917975166207236,0.9407575694942154
PDE4DIP,TOL,Muscle_Skeletal,142.464,3.639692891078667,2.8825937245026783,0.7570991665759887,0.9365689270753712
SRGAP2C,TOL,Brain_Cerebellar_Hemisphere,25.7402,2.625804614785132,1.8903293238258845,0.7354752909592475,0.8577396231482736
STRC,TOL,Brain_Cerebellum,14.5437,0.98357184406656,0.279109375180574,0.704462468885986,0.9674955792008828
RAB6C,TOL,Cervix_Endocervix,1.97504,0.9783186071425778,0.2865087761704107,0.6918098309721671,0.8064611727493447
ANKRD18B,TOL,Brain_Cerebellar_Hemisphere,7.99142,0.8955321495447385,0.2136066851414817,0.6819254644032567,0.953776510195244
LRRC37A3,TOL,Testis,20.77,2.3556322713649376,1.6764159170348882,0.6792163543300493,0.8556484445849711
NDUFA3,TOL,Brain_Nucleus_accumbens_basal_ganglia,57.3805,5.562355257468998,4.909091466606243,0.6532637908627557,0.4208619679029239
S1PR1,TOL,Adipose_Subcutaneous,117.662,4.617314407541462,3.978642203868556,0.6386722036729067,0.8225703869190703
FAM149A,TOL,Kidney_Medulla,12.9998,2.772426987441025,2.1670830011577573,0.6053439862832679,0.6625636433442259
CLEC18B,TOL,Kidney_Cortex,8.53592,1.092258570584261,0.5083763699445082,0.5838822006397527,0.919670887192357
CLCA4,TOL,Colon_Transverse_Mucosa,658.887,1.838959505279156,1.2778821984767283,0.5610773068024275,0.9721080299276283
OCM,TOL,Small_Intestine_Terminal_Ileum_Lymphode_Aggregate,4.08281,0.9813659425733776,0.4337127547978295,0.5476531877755482,0.8771078464506464
TMEM191C,TOL,Testis,37.8146,1.0957399992307284,0.5654706413201042,0.5302693579106242,0.9850058806158026
ZDHHC11,TOL,Brain_Cerebellum,13.9608,2.191485225109537,1.6707423447101164,0.5207428803994205,0.8015725074986081
FCGR1A,TOL,Whole_Blood,41.0764,1.4921940301724232,0.9716250288514396,0.5205690013209837,0.9652336214555852
RHCE,TOL,Pituitary,4.41752,1.107860313901187,0.5980310283036397,0.5098292855975474,0.8441896418953783
CFC1,TOL,Pancreas_Islets,167.274,0.8582947619248273,0.3579075171676484,0.5003872447571789,0.9971004909899372
RABL2A,TOL,Brain_Cerebellar_Hemisphere,28.1343,3.745932673468221,3.2518200958287298,0.4941125776394912,0.6153732674849912
LRRC27,TOL,Testis,41.4459,2.0284557721402567,1.5613658899169216,0.4670898822233351,0.94681713363218
SRGAP2B,TOL,Brain_Cerebellar_Hemisphere,11.4671,1.3141527493585234,0.8601227479425718,0.4540300014159516,0.907526412031201
MPV17L,TOL,Pancreas_Mixed_Cell,10.314,2.4062679184434868,1.9639741407225688,0.4422937777209181,0.6604920018870163
NEK10,TOL,Testis,13.0909,1.0097256494649731,0.5900138599446624,0.4197117895203109,0.9518695030602892
ULBP2,TOL,Cells_Cultured_fibroblasts,10.2795,1.1369305899232005,0.7258496601420693,0.411080929781131,0.9075102540703748
CCDC74B,TOL,Testis,70.0818,1.9881016327511456,1.5795563673086468,0.408545265442499,0.9547223404564806
RAB6D,TOL,Testis,2.006,0.585473738096556,0.2040142028029263,0.3814595352936297,0.8837131701909197
PCDH11Y,TOL,Brain_Hypothalamus,0.947699,0.4224928618325871,0.0486975250532519,0.3737953367793351,0.9055727247487249
MZT2A,TOL,Cells_EBV-transformed_lymphocytes,100.291,5.733259356604217,5.368398134293974,0.3648612223102425,0.5520236410552755
NPIPA5,TOL,Brain_Cerebellum,67.2142,3.5221622114354787,3.1893732934645183,0.3327889179709604,0.8505550865961736
NPIPA1,TOL,Brain_Cerebellum,76.038,3.899798664933579,3.570209327217488,0.329589337716091,0.8284157999554816
CCDC74A,TOL,Testis,98.2706,2.826444538018708,2.506313665042824,0.3201308729758838,0.927586706441498
SFTPA2,TOL,Lung,1778.67,0.8516184305218389,0.5401918565506293,0.3114265739712096,0.9997189011217422
WNT8A,TOL,Testis,1.89619,0.3267394892423533,0.0349619272059601,0.2917775620363932,0.970402050521891
FAM86B1,TOL,Pituitary,5.52016,1.3442537525945564,1.0533417449412266,0.2909120076533298,0.7727093190463438
ANKRD18A,TOL,Testis,16.2648,0.9411220742457256,0.6533108832715657,0.2878111909741598,0.9554758871277372
ZFP37,TOL,Brain_Cerebellar_Hemisphere,5.16395,1.4413877925275118,1.161576106260592,0.2798116862669197,0.7175466686166568
FCGR1B,TOL,Whole_Blood,11.2285,0.7830846873244328,0.520272352440075,0.2628123348843578,0.9478793947172008
SYT15,TOL,Brain_Cortex,0.866295,0.5785909801769958,0.3218810339439375,0.2567099462330583,0.6502783297509992
NPIPB6,TOL,Testis,29.1685,1.0399256650111517,0.8024142157223213,0.2375114492888304,0.972135972178124
FOXD4L1,TOL,Testis,2.16789,0.4123464299861768,0.1767672527863465,0.2355791771998303,0.9243633760951824
CBWD6,TOL,Brain_Cerebellar_Hemisphere,6.12204,1.5160500549023803,1.2899979236205183,0.2260521312818619,0.7408020246299717
PMS2,TOL,Cells_EBV-transformed_lymphocytes,14.4984,2.591092471963297,2.3721611467410484,0.2189313252222491,0.6761301710286507
FOXD4L6,TOL,Brain_Cerebellar_Hemisphere,0.341163,0.2132397567888162,0.0029662495645102,0.2102735072243059,0.9164552410518874
HCN3,TOL,Brain_Cerebellum,52.8144,2.8449152651418705,2.636580251758641,0.2083350133832295,0.872887137180588
PRB1,TOL,Brain_Caudate_basal_ganglia,0.60595,0.2200787826004583,0.0179601572270085,0.2021186253734498,0.9376779030829844
PLGLB1,TOL,Liver_Hepatocyte,8.47143,0.8622985642914839,0.6616486565484618,0.200649907743022,0.9078304565084174
CBWD3,TOL,Small_Intestine_Terminal_Ileum_Lymphode_Aggregate,1.914,0.7605538762786702,0.593250414146117,0.1673034621325532,0.7084786685693788
ERVV-1,TOL,Brain_Cerebellum,1.52853,0.210086574154395,0.0429823665621292,0.1671042075922657,0.967556864457911
FAM86B2,TOL,Pituitary,1.82014,0.5942313973580438,0.4602836765444147,0.133947720813629,0.7764993311159106
MYOT,TOL,Muscle_Skeletal,565.936,1.0767157184770688,0.947087514119808,0.1296282043572608,0.9983366357785513
DGCR6L,TOL,Testis,275.564,6.003206834323758,5.875852830897494,0.1273540034262641,0.782514829287971
FOXD4L3,TOL,Brain_Cerebellar_Hemisphere,0.199292,0.130268863986263,0.0060281180494763,0.1242407459367867,0.9033485628677758
HSPA1A,TOL,Whole_Blood,201.068,5.848197346848893,5.724428201656828,0.1237691451920648,0.6795007332486315
TP53TG3D,TOL,Testis,4.64189,0.2879101274059896,0.1649979936862848,0.1229121337197048,0.974392725968575
MZT2B,TOL,Cervix_Endocervix,197.335,6.846951890541716,6.726018230984407,0.1209336595573091,0.4404029287267769
NOMO1,TOL,Cells_Cultured_fibroblasts,48.9172,4.507672300772541,4.395681393860124,0.1119909069124176,0.56525429324313
FOXD4L4,TOL,Brain_Cerebellar_Hemisphere,0.307074,0.150810043575215,0.0452926833387944,0.1055173602364206,0.8558897855240104
DMRTC1B,TOL,Pituitary,0.66622,0.1609763253319742,0.0563711058195151,0.1046052195124591,0.922918049122763
NPIPA8,TOL,Brain_Cerebellum,0.908304,0.2421398398651213,0.1392032460622063,0.1029365938029149,0.8772194390568954
NPIPA2,TOL,Testis,2.06569,0.4119359150842525,0.3252630416759558,0.0866728734082966,0.869929122017196
NPIPA3,TOL,Brain_Cerebellum,1.0674,0.3273272043854081,0.2409733320203837,0.0863538723650244,0.8197710226271675
NBPF20,TOL,Brain_Cerebellum,4.77284,0.6990744824341649,0.6170733902185654,0.0820010922155994,0.8784111077768774
TEKT4,TOL,Testis,42.2954,0.2924911799119157,0.215769876322929,0.0767213035889866,0.9965774103446838
SERF1B,TOL,Brain_Cerebellum,1.16889,0.6286100221561394,0.5564927802794919,0.0721172418766474,0.5763859462025651
RABL2B,TOL,Small_Intestine_Terminal_Ileum_Lymphode_Aggregate,29.0138,3.612038541367419,3.544566127389332,0.0674724139780873,0.582311212070674
NPIPB7,TOL,Testis,8.03901,0.448846309038648,0.3863926165880821,0.0624536924505658,0.9632115194922548
MAGED4B,TOL,Pituitary,0.273504,0.095399401287246,0.0352814010226187,0.0601180002646273,0.8893234009838488
MAGED4,TOL,Pituitary,0.194038,0.0757141624978623,0.0254007232496921,0.0503134392481701,0.8837216144614235
C1QTNF9B,TOL,Testis,3.47381,0.346824691613541,0.2972511375703697,0.0495735540431713,0.925732170625852
BTBD6,TOL,Testis,211.099,6.12243772398879,6.0732063037203785,0.0492314202684118,0.6543524793099481
FRG2,TOL,Brain_Cerebellum,0.285762,0.0445670379961142,0.0018025805778504,0.0427644574182637,0.98788126263511
NUTM2D,TOL,Testis,1.21386,0.7033439558945868,0.6660443422291429,0.0372996136654438,0.5034092303545786
FAM72C,TOL,Cells_EBV-transformed_lymphocytes,3.44412,0.2063149929006018,0.1716399033704883,0.0346750895301134,0.9653776083174248
